Year,Lobbyist Name,Principal,Lobbyist’s Firm,Additional Lobbyists,Lobbying Matter,First Half (Jan1 – June 30),Second Half (July1 – DEC 31),Reference URL for First Half,Reference URL for Second Half
2016,"Robert G. Brewer, Jr.",Buchanan Partners,"Lerch, Early & Brewer, Chtd.",,Subdivision Staging Policy and the transportation impact tax legislation.,0.00,2524.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=748,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=748
2022,Ashlie Bagwell,Apartment and Office Building Association of Metro,Harris Jones & Malone,,"Matters concerning the development and management of commercial and multifamily rental property including legislation affecting environmental matters, general business, land use, planning, taxes, transportation, and utilities.",0.00,10000.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2729,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2729
2021,Jacob Sesker,"FiveSquares Development, LLC","Harpswell Strategies, LLC",,Bill 29-20 (implementing regulations),12400.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2514,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2514
2014,"David D. Freishtat, Esquire","A. R. Kronstadt Realty Investors, Inc.","Shulman, Rogers, Gandal, Pordy & Ecker, PA",,White Flint Sector Plan,1600.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=183,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=183
2017,William Kominers,"Blair Towers, LLC","Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, pending legislation, and general land use matters.",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=793,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=793
2015,Barbara A. Sears,Foulger-Pratt Companies,Linowes and Blocher LLP,,Impact Taxes,0.00,4500.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=504,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=504
2017,Ashlie Bagwell,AltaGas Services (U.S.) Inc.,Harris Jones & Malone,,Energy; WGL Holdings; Acquisition,0.00,30000.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=989,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=989
2013,Stephen Z. Kaufman,Gables Residential,Linowes and Blocher LLP,Yum Yu Cheng,Zoning Ordinance Rewrite,8063.00,5093.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=118,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=118
2016,William Kominers,Housing Opportunities Commission of Montgomery Cou,"Lerch, Early & Brewer, Chtd.",Susan Reutershan,"Zoning, master plans, and general land use matters.",26984.00,13269.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=693,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=693
2022,Gerard Evans,"Motorola Solutions, Inc.","Evans & Associates, LLC",Hayley Evans,Procurement and Telecommunications,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2671,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2671
2017,EMILY J VAIAS,KAISER PERMANENTE,BALLARD SPAHR LLP,,White Flint II Master Plan,15924.00,10924.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=882,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=882
2022,Camille Fesche,Optotraffic,Rifkin Weiner Livingston LLC,,Assist client with speed monitoring and red light systems in Montgomery County.,628.00,500.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2664,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2664
2013,Kimberly Mprengo Owusukoko,Holy Cross Health,Holy Cross Health,,"Advocating on general health care issues and services that impact the delivery of health care, including but not limited to land use/zoning, transportation etc, and quality of life issues.",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=17,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=17
2017,Moira Moynihan,"Wawa, Inc.","Alexander & Cleaver, P.A.",,"Any and all matters including human resource related issues, gasoline pricing, taxation and retail sales restrictions.",125.00,250.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=851,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=851
2022,Roger Manno,UA Plumbers & Gasfitters Local 5,Manno & Associates LLC,,"Matters generally relating to union construction contracting, prevailing wages, project labor agreements, workplace fraud, wage theft, misclassification, etc.",18125.00,18125.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2608,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2608
2018,Ashlie Bagwell,AltaGas Services (U.S.) Inc.,Harris Jones & Malone,,Energy; WGL Holdings; Acquisition,60000.00,60000.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2064,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2064
2016,Robert J. Garagiola,"Xerox Business Services, LLC. and its Affiliates","Alexander & Cleaver, P.A.",,"Legislative and executive branch procurement of photo enforcement and citation processing, and procurement issues on technology, services to the Comptroller, court system and other agencies.",250.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=623,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=623
2014,Robert R. Harris,"Adventist HealthCare, Inc.","Lerch, Early & Brewer, Chartered",,Land use approvals.,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=228,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=228
2016,"Devin John Doolan, Esq.",Catholic Charities of the Archdiocese of Washingto,"Furey, Doolan & Abell, LLP",,Monitor all issues regarding mission and operations.,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=550,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=550
2024,Dan Reed,Greater Greater Washington,Greater Greater Washington,,"Bills related to housing production,Bills related to parking reform,Master plans and sector plans that come before the Montgomery County Council,The FY25 budget, where it relates to housing, land use, and transportation",2800.00,7080.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2891,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2891
2024,Erin E. Girard,Glascock Condominium,Miles & Stockbridge PC,,"425 Barlow Place, Bethesda MD 20814",780.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2984,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2984
2018,William Kominers,Bernstein Management Corporation,"Lerch, Early & Brewer, Chtd.",,Bills 34-17 and 38-17 and ZTA No. 18-06,0.00,4120.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2118,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2118
2016,"David D. Freishtat, Esquire","A.R. Kronstadt Realty Investors, Inc.","Shulman, Rogers, Gandal, Pordy & Ecker, PA",,White Flint Sector Plan.,823.00,369.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=546,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=546
2017,William Kominers,Claire B. Dratch Revocable Trust,"Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, and general land use matters.",5345.00,258.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=946,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=946
2025,steve silverman,"Tower Construction Group,LLC","SSGOVRELATIONS,LLC",,real estate matters,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=3060,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=3060
2018,Dyana Forester,United Food & Commercial Workers Union Local 400,UFCW Local 400,,"Paid sick days, campaign financing, collective bargaining, health care, work labor and employment",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2074,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2074
2024,Leonard L. Lucchi,Loving Care Adult Medical Day Care Center,"O'Malley, Miles, Nylen & Gilmore, P.A.",,County Funding for adult medical day care centers,2500.00,7500.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=3002,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=3002
2016,Diane E. Feuerherd,Minkoff Development Corporation,"Miller, Miller & Canby",James L. Thompson,Review of and Amendments to the Water Quality Protection Charge.,8195.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=702,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=702
2013,Barbara A. Sears,Federal Realty Investment Trust,Linowes and Blocher LLP,,Aspen Hill Shopping Center,3032.00,5884.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=111,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=111
2023,deborah  miller,JCRC of Greater Washington,JCRC of Greater Washington,,Matters relating to the Jewish Community,1049.00,197.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2748,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2748
2023,Stuart Berlow,American Heart Association,American Heart Association,,"cardiovascular health, nutrition, tobacco control, health care, school health",30.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2739,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2739
2020,Hayley Evans,Maryland Asphalt Association,Evans & Associates,,"Any and all matters affecting the asphalt, paving and construction industry.",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2373,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2373
2014,Erica A. Leatham,Equity Residential,Ballard Spahr LLP,Raquel D. Montenegro,Advocacy for changes in text of Zoning Ordinance re-write with respect to the application of floating zones,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=213,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=213
2023,Brian A. Anleu,Apartment & Office Building Association,Apartment & Office Building Association,,Any and all matters affecting commercial office buildings and multifamily apartment communities,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2757,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2757
2023,Laura Wallace,Jews United for Justice,Jews United for Justice,,"Various bills and county policies related to social, racial, and economic justice, especially focused on matters related to policing and police in schools and rights and protections for renters and workers.",6862.00,32671.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2804,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2804
2016,Jennifer Wellman-Andryuk,"U.S. Green Building Council, Inc.",Program Manager,,MCER NO. 21-15,688.00,620.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=684,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=684
2021,Leonard L. Lucchi,Loving Care Adult Medical Day Care,"O'Malley, Miles, Nylen & Gilmore, P.A.",,County Health Budget,8825.00,10842.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2458,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2458
2022,Camille Fesche,Google LLC,Rifkin Weiner Livingston LLC,,"Assist and facilitate with the pursuit of opportunities to provide communication services, work tools, and information technology in Montgomery County.",628.00,500.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2662,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2662
2024,Ashlie Bagwell,Restaurant Association of Maryland,Harris Jones & Malone,,"Any and all matters pertaining to the restaurant industry, specifically tip-credit",11250.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2908,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2908
2024,Ashlie Bagwell,Washington Gas,"Harris Jones & Malone, LLC",,Any and all matters concerning utilities and energy.,60000.00,60000.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2946,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2946
2017,Robert J. Garagiola,"Clark Office Building, LLC","Alexander & Cleaver, P.A.",,"All executive and legislative branch matters affecting procurement, construction and construction projects.",3125.00,501.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=824,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=824
2015,Beth L. Law,Consumer Specialty Products Association,Consumer Specialty Products Association,,Amended Montgomery County Bill 52-14 Banning Lawn Care Pesticide Use on Private and County Property,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=396,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=396
2020,William Kominers,"Blair Towers, LLC","Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, pending legislation, and general land use matters.",0.00,2784.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2328,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2328
2016,Steven A. Robins,"4931 Fairmont, LLC","Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, and general land use matters.",0.00,1050.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=583,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=583
2024,Patricia A. Harris,Toll Brothers,"Lerch, Early & Brewer, Chtd.",,"Matters related to the 2024-2028 Growth and Infrastructure Policy and Bill 16-24, Development Impact Tax � Amendments.",0.00,1823.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=3109,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=3109
2016,"Devin J. Doolan, Esq.",Don Bosco/CristoRey High School,"Furey, Doolan & Abell, LLP",,Monitor all education issues,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=541,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=541
2019,Steven Silverman,"VPR Companies,LLC",SSGOVRELATIONS,,Real estate,14375.00,14375.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2230,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2230
2021,Andrea Mansfield,BMG Money,Manis Canning & Associates,,Assisting with business development activities to offer BMG Money's LoanAtWork program as a benefit to employees employed by local entities.,2500.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2480,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2480
2016,C. Robert Dalrymple,Washington Property Company,Linowes and Blocher LLP,Heather Dlhopolsky,"Sign Ordinance Amendment.,Bethesda Downtown Sector Plan & Subdivision Staging Policy.,Bill 37-16.",0.00,3047.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=687,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=687
2021,Ellen Valentino,MD-DE-DC Beverage Assn.,VBA Inc.,,Beverage Tax,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2567,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2567
2023,William Kominers,Housing Opportunities Commission of Montgomery Cou,"Lerch, Early & Brewer, Chtd.",Christopher M. Ruhlen,"Zoning, master plans, and general land use matters.",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2814,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2814
2023,Steve Silverman,"The Donohoe Companies,Inc.",SSGOVRELATIONS LLC,,Real estate matters,6250.00,6250.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2793,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2793
2017,Robert J. Garagiola,Montgomery County Career Fire Fighters,"Alexander & Cleaver, P.A.",,General budget issues in Montgomery County and employee benefits.,4125.00,3840.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=829,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=829
2016,Patricia A. Harris,The Shelter Group,"Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, and general land use matters.",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=568,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=568
2025,Michael Mason,Allison Taylor - Kaiser Permanente,Providence Strategies LLC,,Health Insurance & Healthcare Providers,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=3110,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=3110
